"","obsid","species","duration","attempts","Rinter","Rintra","Iinter","Iintra","Successes","rsa","roa","isa","ioa"
"783","070604KathyAM","Phleg",01:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"784","070604KathyAM","Phleg",01:02:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"785","070604KathyAM","Phleg",01:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"786","070604KathyAM","Phleg",01:20:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"787","070604KathyAM","Phleg",01:19:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"788","070604KathyAM","Phleg",01:22:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"789","070604KathyAM","Phleg",01:20:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"790","070604KathyAM","Phleg",01:32:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"791","070604KathyAM","Phleg",01:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"792","070604KathyAM","Phleg",04:35:00,6,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE
"793","070604KathyAM","Phleg",04:40:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"794","070604KathyAM","Phleg",03:23:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"795","070604KathyAM","Phleg",01:36:00,1,0,2,0,1,1,FALSE,TRUE,FALSE,TRUE
"796","070604KathyAM","Phleg",01:38:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"797","070604KathyPM","Phleg",01:21:00,3,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"798","070604KathyPM","Phleg",01:30:00,3,0,1,1,0,1,FALSE,TRUE,TRUE,FALSE
"799","070604KathyPM","Phleg",01:09:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"800","070604KathyPM","Phleg",03:21:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"801","070604KathyPM","Phleg",02:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"802","070604KathyPM","Phleg",01:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"803","070604KathyPM","Phleg",02:00:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"804","070604KathyPM","Phleg",01:06:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"805","070606NellyAM","Phleg",01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"806","070606NellyAM","Phleg",00:52:00,4,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"807","070606NellyAM","Phleg",01:41:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"808","070606ChrisAM","Phleg",01:55:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"809","070606ChrisAM","Phleg",01:15:00,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"810","070606ChrisAM","Phleg",01:49:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"811","070606ChrisAM","Phleg",02:25:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"812","070606ChrisAM","Phleg",02:32:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"813","070606ChrisAM","Phleg",04:01:00,3,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE
"814","070606ChrisAM","Phleg",01:42:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"815","070606ChrisAM","Phleg",01:04:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"816","070606ChrisAM","Phleg",01:06:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"817","070606ChrisAM","Phleg",01:28:00,1,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE
"818","070606ChrisAM","Phleg",02:11:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"819","070606ChrisAM","Phleg",01:17:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"820","070606ChrisAM","Phleg",01:05:00,0,0,1,2,0,0,FALSE,TRUE,TRUE,FALSE
"821","070606ChrisAM","Phleg",02:06:00,4,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"822","070606ChrisAM","Phleg",02:22:00,3,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"823","070606ChrisAM","Phleg",02:01:00,4,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE
"824","070606ChrisAM","Phleg",03:10:00,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"825","070606ChrisAM","Phleg",03:55:00,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE
"826","070606ChrisAM","Phleg",02:25:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"827","070606ChrisAM","Phleg",01:02:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"828","070606ChrisAM","Phleg",02:15:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"829","070606ChrisAM","Phleg",02:28:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"830","070609KathyAM","Phleg",01:36:00,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE
"831","070609KathyAM","Phleg",01:16:00,0,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE
"832","070609KathyAM","Phleg",01:49:00,1,0,0,3,0,1,FALSE,FALSE,TRUE,FALSE
"833","070609KathyAM","Phleg",01:16:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"834","070609KathyAM","Phleg",02:37:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"835","070611KathyAM","Phleg",02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"836","070611KathyAM","Phleg",01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"837","070611KathyAM","Phleg",04:14:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"838","070611KathyAM","Phleg",01:25:00,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"839","070611KathyAM","Phleg",02:07:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"840","070611KathyAM","Phleg",02:41:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"841","070611KathyAM","Phleg",01:16:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"842","070611ChrisAM","Phleg",01:50:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"843","070609KathyAM","Phleg",01:07:00,1,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE
"844","070609KathyAM","Phleg",02:26:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"845","070611KathyAM","Phleg",01:44:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"846","070611KathyAM","Phleg",02:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"847","070611KathyAM","Phleg",01:11:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"848","070611KathyAM","Phleg",01:14:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"849","070611KathyAM","Phleg",04:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"850","070611KathyAM","Phleg",02:49:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"851","070611KathyAM","Phleg",01:19:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"852","070611KathyAM","Phleg",02:43:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"853","070611KathyAM","Phleg",02:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"854","070611KathyAM","Phleg",02:35:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"855","070612ChrisAM","D. mer",01:28:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"856","070612ChrisAM","D. mer",01:24:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"857","070612ChrisAM","D. mer",02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"858","070612ChrisAM","D. mer",01:57:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"859","070612ChrisAM","D. mer",02:08:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"860","070612ChrisAM","D. mer",00:52:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"861","070612KathyAM","D. mer",04:02:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"862","070613SharonPM","D. mer",04:05:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"863","070609ElianaAM","Rheg",02:10:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"864","070609ElianaAM","Rheg",02:26:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"865","070609ElianaAM","Rheg",03:40:00,3,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"866","070609ElianaAM","Rheg",01:36:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"867","070609ElianaAM","Rheg",02:14:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"868","070612ChrisAM","Rheg",01:31:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"869","070612ChrisAM","Rheg",02:00:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"870","070612ChrisAM","Rheg",00:51:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"871","070613SharonPM","Rheg",01:32:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"872","070613SharonPM","Rheg",01:42:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"873","070613SharonPM","Rheg",02:20:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"874","070613SharonPM","Rheg",00:51:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"875","070613SharonAM","Rheg",00:39:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"876","070612ChrisAM","G. sal",02:08:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"877","070612KathyAM","G. sal",01:59:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"878","070614RaniAM","M. fort",00:00:01,0,1,0,1,0,0,TRUE,FALSE,TRUE,FALSE
"879","070614RaniAM","M. fort",00:00:04,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"880","070614RaniAM","M. fort",00:00:03,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"881","070614RaniAM","M. fort",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"882","070614RaniAM","M. fort",00:00:02,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE
"883","070614RaniAM","M. fort",00:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"884","070615RaniAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"885","070615RaniAM","M. fort",00:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"886","070614RaniAM","Rheg",00:00:02,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"887","070614RaniAM","Rheg",00:00:03,5,1,0,2,0,4,TRUE,FALSE,TRUE,FALSE
"888","070614RaniAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"889","070614RaniAM","Rheg",00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"890","070614RaniAM","Rheg",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"891","070614RaniAM","Rheg",00:00:01,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE
"892","070614RaniAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"893","070614RaniAM","Rheg",00:00:01,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"894","070614RaniAM","Rheg",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"895","070614RaniAM","Rheg",00:00:01,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"896","070614RaniAM","Rheg",00:00:02,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"897","070614RaniAM","Rheg",00:00:01,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"898","070614RaniAM","Rheg",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"899","070614RaniAM","Rheg",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"900","070615RaniAM","Rheg",00:00:01,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"901","070615RaniAM","Rheg",00:00:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"902","070615RaniAM","Rheg",00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"903","070615RaniAM","Rheg",00:00:01,2,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"904","070615RaniAM","Rheg",00:00:01,2,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"905","070615RaniAM","Rheg",00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"906","070615RaniAM","Rheg",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"907","070615RaniAM","Rheg",00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"908","070615RaniAM","Rheg",00:00:03,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"909","070615RaniAM","Rheg",00:00:01,3,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"910","070615RaniAM","Rheg",00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"911","070615RaniAM","Rheg",00:00:01,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"912","070615RaniAM","Rheg",00:00:01,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"913","070615RaniAM","Rheg",00:00:01,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"914","070615RaniAM","Rheg",00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"915","070615RaniAM","Rheg",00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"916","070614RaniAM","G. sal",00:00:01,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"917","070614RaniAM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"918","070614RaniAM","G. sal",00:00:03,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"919","070614RaniAM","G. sal",00:00:02,0,1,1,0,0,0,TRUE,TRUE,FALSE,FALSE
"920","070614RaniAM","G. sal",00:00:03,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"921","070614RaniAM","G. sal",00:00:01,1,3,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"922","070614RaniAM","G. sal",00:00:04,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"923","070614RaniAM","G. sal",00:00:02,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"924","070614RaniAM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"925","070614RaniAM","G. sal",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"926","070614RaniAM","G. sal",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"927","070614RaniAM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"928","070615RaniAM","G. sal",00:00:01,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"929","070615RaniPM","M. fort",00:00:01,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"930","070615RaniPM","M. fort",00:00:02,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"931","070615RaniPM","M. fort",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"932","070616ChrisPM","M. fort",00:00:02,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"933","070616ChrisPM","M. fort",00:00:04,3,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"934","070618ChrisPM","M. fort",00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"935","070619NellyAM","M. fort",00:00:02,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"936","070619NellyAM","M. fort",00:00:02,5,0,0,1,0,4,FALSE,FALSE,TRUE,FALSE
"937","070619NellyAM","M. fort",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"938","070619NellyAM","M. fort",00:00:01,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"939","070619ChrisAM","M. fort",00:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"940","070619ChrisAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"941","070619ChrisAM","M. fort",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"942","070619ChrisAM","M. fort",00:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"943","070619ChrisAM","M. fort",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"944","070615RaniPM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"945","070615RaniPM","D. mer",00:00:01,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"946","070615RaniPM","D. mer",00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"947","070615RaniPM","D. mer",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"948","070615RaniPM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"949","070615RaniPM","D. mer",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"950","070615RaniPM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"951","070615RaniPM","D. mer",00:00:05,3,1,0,0,0,3,TRUE,FALSE,FALSE,FALSE
"952","070615RaniPM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"953","070615RaniPM","D. mer",00:00:04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"954","070615RaniPM","D. mer",00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"955","070615RaniPM","D. mer",00:00:04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"956","070616RaniAM","D. mer",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"957","070616RaniAM","D. mer",00:00:01,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"958","070616RaniAM","D. mer",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"959","070616RaniAM","D. mer",00:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"960","070616RaniAM","D. mer",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"961","070616ChrisAM","D. mer",00:00:01,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"962","070616ChrisAM","D. mer",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"963","070616ChrisAM","D. mer",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"964","070616ChrisAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"965","070618KathyAM","D. mer",00:00:04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"966","070619NellyAM","D. mer",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"967","070619NellyAM","D. mer",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"968","070619NellyAM","D. mer",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"969","070619Norma-JeanAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"970","070619Norma-JeanAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"971","070619Norma-JeanAM","D. mer",01:08:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"972","070620ChrisAM","M. fort",01:11:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"973","070620ChrisAM","M. fort",03:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"974","070620ChrisAM","M. fort",02:21:00,5,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"975","070620ChrisAM","M. fort",03:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"976","070620ChrisAM","M. fort",01:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"977","070619KathyAM","D. mer",01:10:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"978","070619KathyAM","D. mer",02:57:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"979","070619ChrisAM","D. mer",02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"980","070619ChrisAM","D. mer",02:00:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"981","070619ChrisAM","D. mer",00:34:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"982","070619ChrisAM","D. mer",01:24:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"983","070619ChrisAM","D. mer",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"984","070619ChrisAM","D. mer",02:33:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"985","070619ChrisAM","D. mer",01:52:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"986","070620RaniAM","D. mer",01:00:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"987","070620RaniAM","D. mer",01:07:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"988","070621KathyAM","D. mer",02:42:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"989","070621KathyAM","D. mer",01:07:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"990","070615RaniPM","Rheg",01:13:00,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"991","070616ChrisPM","Rheg",01:13:00,1,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"992","070616ChrisPM","Rheg",04:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"993","070616ChrisPM","Rheg",03:45:00,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"994","070616ChrisPM","Rheg",02:33:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"995","070616ChrisAM","Rheg",01:00:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"996","070616ChrisAM","Rheg",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"997","070618ChrisPM","Rheg",03:33:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"998","070618ChrisPM","Rheg",02:20:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"999","070618ChrisPM","Rheg",01:37:00,3,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1000","070618ChrisPM","Rheg",01:43:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1001","070618ChrisPM","Rheg",01:47:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"1002","070619NellyAM","Rheg",02:03:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1003","070619NellyAM","Rheg",03:26:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1004","070619NellyAM","Rheg",02:46:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1005","070619NellyAM","Rheg",03:31:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"1006","070619NellyAM","Rheg",02:45:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1007","070619NellyAM","Rheg",02:42:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1008","070618ChrisAM","Rheg",01:38:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1009","070619ChrisAM","Rheg",01:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1010","070619ChrisAM","Rheg",01:51:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1011","070619ChrisAM","Rheg",00:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1012","070619ChrisAM","Rheg",02:02:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1013","070619ChrisAM","Rheg",02:30:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1014","070619ChrisAM","Rheg",01:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1015","070619ChrisAM","Rheg",00:53:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1016","070619ChrisAM","Rheg",00:53:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1017","070619ChrisAM","Rheg",01:15:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1018","070620ChrisAM","Rheg",02:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1019","070620ChrisAM","Rheg",02:10:00,4,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE
"1020","070620ChrisAM","Rheg",03:33:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1021","070620ChrisAM","Rheg",04:02:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1022","070616RaniAM","G. sal",01:11:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1023","070616RaniAM","G. sal",01:05:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1024","070616RaniAM","G. sal",02:25:00,7,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1025","070616RaniAM","G. sal",01:23:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1026","070616RaniAM","G. sal",01:29:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1027","070616RaniAM","G. sal",02:40:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1028","070616RaniAM","G. sal",01:48:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1029","070616RaniAM","G. sal",02:17:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1030","070616RaniAM","G. sal",00:44:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1031","070616RaniAM","G. sal",01:12:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1032","070616RaniAM","G. sal",00:56:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1033","070616RaniAM","G. sal",00:53:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1034","070616ChrisAM","G. sal",01:05:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1035","070616ChrisAM","G. sal",01:00:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1036","070619NellyAM","G. sal",01:19:00,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1037","070619NellyAM","Rheg",01:14:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
