obsid,species,duration,attempts,Rinter,Rintra,Iinter,Iintra,Successes,rsa,roa,isa,ioa,Failures
070602JudyAM,Rheg,06:00:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070602JudyAM,Rheg,02:28:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,01:20:00,2,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,2
070602JudyAM,Rheg,02:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,01:58:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,02:26:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Rheg,01:51:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Rheg,04:05:00,9,0,0,0,1,5,FALSE,FALSE,FALSE,TRUE,4
070604KathyAM,Rheg,03:10:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Rheg,02:52:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070602JudyAM,Rheg,01:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,02:34:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,01:24:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,03:39:00,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,1
070602JudyAM,Rheg,02:01:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,03:25:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,2
070602JudyAM,Rheg,00:56:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070602JudyAM,Rheg,01:21:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,02:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,02:02:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,00:44:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,01:10:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,01:52:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070602JudyAM,Rheg,01:02:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,Rheg,01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Rheg,01:23:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Rheg,01:00:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070604KathyAM,Rheg,03:22:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Rheg,01:58:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Rheg,01:04:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070604KathyPM,Rheg,02:30:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070604KathyPM,Rheg,03:13:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,4
070604KathyPM,Rheg,01:13:00,2,0,3,0,0,1,FALSE,TRUE,FALSE,FALSE,1
070604KathyPM,Rheg,01:25:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyPM,Rheg,01:10:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070604KathyPM,Rheg,02:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyPM,Rheg,02:03:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070604KathyPM,Rheg,03:55:00,7,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,1
070604KathyPM,Rheg,00:56:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
060606ChrisAM,Rheg,04:50:00,2,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,0
070607ElianaAM,Rheg,05:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606ChrisAM,Rheg,02:42:00,2,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE,2
070606ChrisAM,Rheg,01:27:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070606ChrisAM,Rheg,03:38:00,9,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,7
070606ChrisAM,Rheg,01:58:00,0,1,0,0,1,0,TRUE,FALSE,FALSE,TRUE,0
070606ChrisAM,Rheg,02:34:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070606ChrisAM,Rheg,02:48:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606ChrisAM,Rheg,01:05:00,0,0,0,10,0,0,FALSE,FALSE,TRUE,FALSE,0
070609KathyAM,Rheg,02:02:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070609KathyAM,Rheg,01:21:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070609KathyAM,Rheg,02:08:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070609KathyAM,Rheg,01:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070609KathyAM,Rheg,01:13:00,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,1
070609KathyAM,Rheg,02:17:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070522JudyAM,G. sal,01:10:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,1
070522NellyAM,G. sal,01:47:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070523JudyAM,G. sal,02:37:00,3,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,1
070523JudyAM,G. sal,01:04:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070523JudyAM,G. sal,01:32:00,3,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,3
070523JudyAM,G. sal,02:48:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,2
070522JudyAM,G. sal,02:37:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070522JudyAM,G. sal,01:30:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070522JudyAM,G. sal,03:58:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070522JudyAM,G. sal,01:00:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070524LabbieAM,G. sal,01:10:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070524KathyAM,G. sal,01:59:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:44:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070611KathyAM,M. fort,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070611KathyAM,M. fort,00:00:01,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070609KathyAM,D. mer,00:00:01,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,1
070609KathyAM,D. mer,00:00:02,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070609ElianaAM,D. mer,00:00:01,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070609ElianaAM,D. mer,00:00:02,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070609ElianaAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,D. mer,00:00:04,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070611KathyAM,D. mer,00:00:03,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,D. mer,00:00:01,0,1,0,1,0,0,TRUE,FALSE,TRUE,FALSE,0
070611KathyAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,D. mer,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,D. mer,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611ChrisAM,D. mer,00:00:04,3,0,0,1,1,1,FALSE,FALSE,TRUE,TRUE,2
070611ChrisAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611ChrisAM,D. mer,00:00:03,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,1
070611ChrisAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611ChrisAM,D. mer,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611ElianaAM,D. mer,00:00:03,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,2
070611ElianaAM,D. mer,00:00:01,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,0
070611ElianaAM,D. mer,00:00:02,4,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE,1
070611ElianaAM,D. mer,00:00:03,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070611ElianaAM,D. mer,00:00:05,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070611ElianaAM,D. mer,00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611ElianaAM,D. mer,00:00:04,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070611ElianaAM,D. mer,00:00:04,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,2
070611ElianaAM,D. mer,00:00:01,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,0
070611ElianaAM,D. mer,00:00:03,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070611ElianaAM,D. mer,00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611ElianaAM,D. mer,00:00:01,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070611ElianaAM,D. mer,00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611ElianaAM,D. mer,00:00:04,3,0,1,0,1,2,FALSE,TRUE,FALSE,TRUE,1
070611ElianaAM,D. mer,00:00:02,4,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,4
070611ElianaAM,D. mer,00:00:02,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,1
070611ElianaAM,D. mer,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070611KathyAM,D. mer,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070611KathyAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070609ElianaAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070609ElianaAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070609ElianaAM,Rheg,00:00:01,9,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,9
070611KathyAM,Rheg,00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:02,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070611KathyAM,Rheg,00:00:02,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,1
070611ChrisAM,Rheg,00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070611ChrisAM,Rheg,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070611ChrisAM,Rheg,00:00:01,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070611ChrisAM,Rheg,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070609KathyAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:03,9,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,6
070611KathyAM,Rheg,00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070611KathyAM,Rheg,00:00:01,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070611KathyAM,Rheg,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070611KathyAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,0,1,2,0,0,0,TRUE,TRUE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Rheg,00:00:01,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070611KathyAM,Rheg,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070524KathyAM,G. sal,00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070524KathyAM,G. sal,00:00:01,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,1
070524KathyAM,G. sal,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070524KathyAM,G. sal,00:00:02,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070524KathyAM,G. sal,00:00:02,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070528JudyPM,G. sal,00:00:02,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070528JudyPM,G. sal,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070528JudyPM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070529NellyAM,G. sal,00:00:02,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070529NellyAM,G. sal,00:00:04,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,G. sal,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,G. sal,00:00:04,0,1,0,0,1,0,TRUE,FALSE,FALSE,TRUE,0
070602JudyAM,G. sal,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,G. sal,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606NellyAM,G. sal,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070606NellyAM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606ChrisAM,G. sal,00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070607ElianaAM,G. sal,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070607ElianaAM,G. sal,00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070607ElianaAM,G. sal,00:00:01,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,1
070607ElianaAM,G. sal,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070607ElianaAM,G. sal,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070607ElianaAM,G. sal,00:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070607ElianaAM,G. sal,00:00:03,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,0
070609ElianaAM,G. sal,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070609ElianaAM,G. sal,00:00:01,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070609ElianaAM,G. sal,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,G. sal,00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070611KathyAM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611ChrisAM,G. sal,00:00:01,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,1
070611ChrisAM,G. sal,00:00:01,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070611ChrisAM,G. sal,00:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070611KathyAM,G. sal,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,G. sal,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,G. sal,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,G. sal,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070609ElianaAM,D. mer,02:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070609ElianaAM,D. mer,03:28:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0
070609ElianaAM,D. mer,01:02:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,0
070609ElianaAM,D. mer,01:16:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070609ElianaAM,D. mer,00:56:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,0
070611ElianaAM,D. mer,01:05:00,0,0,1,0,2,0,FALSE,TRUE,FALSE,TRUE,0
070611ElianaAM,D. mer,03:02:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0
070611ElianaAM,D. mer,01:23:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611ElianaAM,D. mer,03:08:00,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,1
070611ElianaAM,D. mer,01:25:00,1,0,1,0,2,1,FALSE,TRUE,FALSE,TRUE,0
070611ElianaAM,D. mer,03:06:00,3,0,1,0,1,2,FALSE,TRUE,FALSE,TRUE,1
070611ElianaAM,D. mer,02:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611ElianaAM,D. mer,01:12:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070611ElianaAM,D. mer,01:15:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,0
070611ElianaAM,D. mer,01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611ElianaAM,D. mer,00:54:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070611ElianaAM,D. mer,01:16:00,0,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070523NellyAM,Phleg,01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070524LabbieAM,Phleg,02:23:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070524LabbieAM,Phleg,02:05:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,0
070524LabbieAM,Phleg,02:49:00,5,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,0
070524ElianaAM,Phleg,02:30:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070524LabbieAM,Phleg,02:11:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070524KathyAM,Phleg,00:40:00,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,0
070524KathyAM,Phleg,02:00:00,4,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,4
070524KathyPM,Phleg,01:25:00,3,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,3
070524KathyPM,Phleg,04:43:00,15,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,11
070524KathyPM,Phleg,01:23:00,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,1
070524KathyPM,Phleg,01:30:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070524KathyPM,Phleg,02:09:00,4,0,2,0,0,1,FALSE,TRUE,FALSE,FALSE,3
070524KathyPM,Phleg,00:57:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,2
070524KathyPM,Phleg,01:43:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,5
070524KathyPM,Phleg,02:49:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070524KathyPM,Phleg,02:25:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,5
070524KathyPM,Phleg,02:53:00,6,0,1,0,2,0,FALSE,TRUE,FALSE,TRUE,6
070524KathyPM,Phleg,02:17:00,6,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,5
070524KathyPM,Phleg,06:32:00,13,0,0,0,4,1,FALSE,FALSE,FALSE,TRUE,12
070524KathyPM,Phleg,02:25:00,2,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,2
070524KathyPM,Phleg,01:53:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,4
070526KathyAM,Phleg,01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070526KathyAM,Phleg,01:10:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070526KathyAM,Phleg,01:02:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070531KathyAM,Phleg,03:47:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070531KathyAM,Phleg,03:35:00,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,3
070601KathyAM,Phleg,01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070601KathyAM,Phleg,01:54:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070601KathyAM,Phleg,01:42:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070601KathyAM,Phleg,02:12:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,02:06:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:03,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,00:00:02,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,1
070604KathyAM,Phleg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,1
070604KathyAM,Phleg,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:02,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:01,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,0
070604KathyAM,Phleg,00:00:04,10,0,1,0,1,6,FALSE,TRUE,FALSE,TRUE,4
070604KathyAM,Phleg,00:00:02,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070604KathyAM,Phleg,00:00:01,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,00:00:01,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,0
070604KathyAM,Phleg,00:00:01,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,0
070604KathyAM,Phleg,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:04,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070604KathyAM,Phleg,01:50:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,01:33:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:02:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,01:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:20:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,01:19:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
